analysis_type,label,questions,avg_answers,accepted_answer_rate
single_tag,isabelle,127,0.97637795275590555,0.65354330708661412
single_tag,tibble,262,1.469465648854962,0.65267175572519087
single_tag,data-wrangling,339,1.5339233038348083,0.65191740412979349
single_tag,z3py,106,1.0094339622641511,0.65094339622641506
single_tag,gtsummary,169,0.970414201183432,0.650887573964497
single_tag,option-type,237,1.4683544303797469,0.64978902953586493
single_tag,window-functions,461,1.3427331887201737,0.648590021691974
single_tag,regex-lookarounds,253,1.4031620553359683,0.64822134387351782
single_tag,azure-data-explorer,426,1.1502347417840375,0.64553990610328638
single_tag,python-re,638,1.5532915360501567,0.64420062695924762
single_tag,fillna,117,1.2991452991452992,0.64102564102564108
single_tag,itertools,349,1.487106017191977,0.63896848137535822
single_tag,pandas-groupby,1546,1.3033635187580854,0.63777490297542039
single_tag,language-lawyer,796,1.2512562814070354,0.63693467336683418
single_tag,nullable,143,1.3006993006993011,0.63636363636363635
single_tag,coq,283,1.2473498233215548,0.63604240282685509
single_tag,xquery,282,1.2056737588652486,0.63475177304964536
single_tag,f-string,134,1.5746268656716418,0.63432835820895528
single_tag,java-stream,1193,1.6663872590108968,0.633696563285834
single_tag,dataweave,303,1.4224422442244222,0.63366336633663367
single_tag,subset,584,1.547945205479452,0.63356164383561642
single_tag,kql,430,1.1069767441860467,0.63255813953488371
single_tag,ocaml,440,1.2318181818181821,0.63181818181818183
single_tag,template-meta-programming,179,1.3128491620111735,0.63128491620111726
single_tag,grep,935,1.8160427807486632,0.62994652406417118
single_tag,reshape,383,1.4334203655352482,0.62924281984334207
single_tag,unique-ptr,183,1.3879781420765027,0.62841530054644812
single_tag,dt,242,0.93801652892561993,0.628099173553719
single_tag,lubridate,371,1.4959568733153636,0.628032345013477
single_tag,php-carbon,144,1.5555555555555556,0.625
single_tag,regex-group,303,1.4257425742574255,0.62376237623762376
single_tag,text-processing,140,1.4500000000000002,0.62142857142857144
single_tag,na,338,1.7426035502958579,0.621301775147929
single_tag,java-time,208,1.6730769230769231,0.62019230769230771
single_tag,pattern-matching,379,1.3482849604221634,0.62005277044854878
single_tag,z3,199,0.93969849246231163,0.61809045226130654
single_tag,array.prototype.map,123,1.4715447154471546,0.61788617886178865
single_tag,c++20,1397,1.1789549033643523,0.61775232641374378
single_tag,nsis,112,1.0089285714285716,0.6160714285714286
single_tag,cut,104,1.7692307692307694,0.61538461538461542
single_tag,ownership,117,1.0940170940170941,0.61538461538461542
single_tag,uwp-xaml,200,1.055,0.615
single_tag,functional-programming,1090,1.4311926605504588,0.61376146788990826
single_tag,destructuring,176,1.3125,0.61363636363636365
single_tag,list-comprehension,768,1.7968750000000002,0.61328125
single_tag,elementtree,276,1.0398550724637683,0.6123188405797102
single_tag,recode,103,1.9514563106796119,0.61165048543689315
single_tag,haskell,2609,1.2709850517439636,0.61096205442698348
single_tag,group-by,2352,1.3596938775510206,0.61054421768707479
single_tag,summarize,159,1.3962264150943398,0.610062893081761
single_tag,array-broadcasting,105,1.2380952380952381,0.60952380952380958
single_tag,goroutine,184,1.4293478260869563,0.60869565217391308
single_tag,substitution,120,1.541666666666667,0.60833333333333328
single_tag,associative-array,145,1.3793103448275863,0.60689655172413792
single_tag,string-literals,122,1.778688524590164,0.60655737704918034
single_tag,rx-swift,205,1.0634146341463413,0.60487804878048779
single_tag,scheme,372,1.4005376344086025,0.60483870967741937
single_tag,chrono,101,1,0.60396039603960394
single_tag,slice,631,1.4136291600633912,0.60380348652931859
single_tag,regexp-replace,199,1.4020100502512562,0.60301507537688437
single_tag,terraform-provider-azure,491,1.1283095723014256,0.60285132382892059
single_tag,higher-order-functions,171,1.374269005847953,0.60233918128654973
single_tag,replace,1818,1.4867986798679869,0.60176017601760179
single_tag,clojure,468,1.5277777777777779,0.6004273504273504
single_tag,aggregation-framework,1428,0.99929971988795518,0.59943977591036413
single_tag,date-range,152,1.25,0.59868421052631582
single_tag,dataframe,25716,1.3351998755638512,0.59733240006221811
single_tag,crosstab,144,1.0069444444444446,0.59722222222222221
single_tag,str-replace,144,1.3749999999999998,0.59722222222222221
single_tag,custom-fields,104,0.87500000000000011,0.59615384615384615
single_tag,spring-integration-dsl,104,1.0480769230769229,0.59615384615384615
single_tag,google-sheets-formula,2371,1.2817376634331505,0.59595107549557147
single_tag,split,1879,1.6279936136242683,0.59552953698775946
single_tag,reduce,409,1.8092909535452322,0.59413202933985332
single_tag,undefined-behavior,229,1.6681222707423582,0.59388646288209612
single_tag,row-number,120,1.2083333333333333,0.59166666666666667
single_tag,rxjs-observables,191,1.3455497382198953,0.59162303664921467
single_tag,dapper,191,1.2198952879581153,0.59162303664921467
single_tag,simpledateformat,110,1.5181818181818181,0.59090909090909094
single_tag,dpdk,122,0.94262295081967207,0.5901639344262295
single_tag,altair,312,0.97756410256410253,0.58974358974358976
single_tag,nested-lists,480,1.5875000000000001,0.58958333333333335
single_tag,geom-bar,107,1.0747663551401869,0.58878504672897192
single_tag,tinkerpop,136,0.99264705882352966,0.58823529411764708
single_tag,transpose,369,1.2818428184281845,0.58807588075880757
single_tag,timedelta,211,1.2701421800947867,0.58767772511848337
single_tag,variable-assignment,218,1.3302752293577982,0.58715596330275233
single_tag,antlr,184,1.0380434782608696,0.58695652173913049
single_tag,tsql,4706,1.4492137696557585,0.58669783255418617
single_tag,rtk-query,150,1.1533333333333333,0.58666666666666667
single_tag,string-concatenation,104,1.4326923076923077,0.58653846153846156
single_tag,stdvector,273,1.3956043956043958,0.58608058608058611
single_tag,string-formatting,135,1.5259259259259259,0.58518518518518514
single_tag,xslt,1452,1.0867768595041327,0.58471074380165289
single_tag,multiple-columns,526,1.3916349809885931,0.58365019011406849
single_tag,count,1496,1.4659090909090911,0.58288770053475936
single_tag,seaborn,1815,0.949862258953168,0.5823691460055096
single_tag,beautifulsoup,4260,1.3291079812206574,0.5821596244131455
single_tag,explode,110,1.3454545454545455,0.58181818181818179
single_tag,lodash,526,1.456273764258555,0.58174904942965777
single_tag,racket,363,1.2837465564738293,0.581267217630854
single_tag,smart-pointers,193,1.2383419689119171,0.5803108808290155
single_tag,jooq,274,0.95620437956204385,0.58029197080291972
single_tag,c-preprocessor,212,1.3820754716981132,0.58018867924528306
single_tag,sql-order-by,343,1.3061224489795922,0.58017492711370267
single_tag,permutation,393,1.3944020356234097,0.58015267175572516
single_tag,ienumerable,131,1.3206106870229006,0.58015267175572516
single_tag,julia,1907,1.1206082852648134,0.57891976927110644
single_tag,mod-rewrite,947,1.0158394931362196,0.57866948257655759
single_tag,igraph,337,1.1335311572700297,0.57863501483679525
single_tag,grouping,598,1.3528428093645488,0.57859531772575246
single_tag,pulumi,142,0.94366197183098588,0.57746478873239437
single_tag,bison,156,0.83974358974358976,0.57692307692307687
single_tag,gdscript,182,1.0274725274725276,0.57692307692307687
single_tag,sf,411,0.99026763990267663,0.57664233576642332
single_tag,move-semantics,132,1.143939393939394,0.5757575757575758
single_tag,match,655,1.270229007633588,0.57557251908396945
single_tag,distinct,280,1.3035714285714286,0.575
single_tag,rust,6080,1.0427631578947363,0.57483552631578949
single_tag,min,249,1.7228915662650601,0.57429718875502012
single_tag,numpy-slicing,108,1.3333333333333335,0.57407407407407407
single_tag,tuples,1222,1.6031096563011458,0.57364975450081834
single_tag,implicit-conversion,211,1.5971563981042656,0.57345971563981046
single_tag,dictionary,8002,1.5167458135466136,0.57323169207698077
single_tag,left-join,489,1.3374233128834356,0.57259713701431492
single_tag,pandas,46680,1.2658740359897169,0.57215081405312773
single_tag,drake,147,1.0340136054421769,0.5714285714285714
single_tag,ggplot2,6544,1.0267420537897309,0.57075183374083127
single_tag,c-strings,405,1.8691358024691358,0.57037037037037042
single_tag,webdriverwait,335,1.6089552238805971,0.57014925373134329
single_tag,immutability,158,1.2911392405063291,0.569620253164557
single_tag,tidymodels,195,0.9076923076923078,0.56923076923076921
single_tag,indexof,123,1.6504065040650404,0.56910569105691056
single_tag,sql-like,167,1.3413173652694612,0.56886227544910184
single_tag,laravel-5.8,197,1.1624365482233503,0.56852791878172593
single_tag,closures,462,1.1277056277056277,0.5670995670995671
single_tag,xslt-2.0,261,1.1570881226053642,0.56704980842911878
single_tag,class-diagram,120,1.1666666666666665,0.56666666666666665
single_tag,unordered-map,113,1.2212389380530975,0.5663716814159292
single_tag,elixir,599,1.1736227045075127,0.56594323873121866
single_tag,traits,315,1.0507936507936511,0.56507936507936507
single_tag,ecmascript-6,2161,1.4729291994447018,0.56455344747801939
single_tag,spring-integration,438,1,0.5639269406392694
single_tag,ecto,103,1.087378640776699,0.56310679611650483
single_tag,list,14283,1.6519638731358952,0.562906952320941
single_tag,max,688,1.5813953488372092,0.5625
single_tag,typescript-generics,1074,1.1145251396648044,0.56145251396648044
single_tag,serde,171,1.0058479532163744,0.56140350877192979
single_tag,subtraction,114,1.5263157894736841,0.56140350877192979
single_tag,notepad++,310,1.232258064516129,0.56129032258064515
single_tag,aggregate-functions,360,1.2277777777777781,0.56111111111111112
single_tag,series,444,1.3018018018018018,0.56081081081081086
single_tag,queryselector,107,1.3551401869158877,0.56074766355140182
single_tag,function-pointers,223,1.2376681614349776,0.5605381165919282
single_tag,counting,175,1.4800000000000002,0.56
single_tag,vectorization,592,1.1655405405405408,0.5591216216216216
single_tag,pygame-surface,129,0.98449612403100761,0.55813953488372092
single_tag,rolling-computation,233,1.3433476394849784,0.55793991416309008
single_tag,bootstrap-vue,389,1.0745501285347046,0.55784061696658094
single_tag,equality,104,1.3653846153846154,0.55769230769230771
single_tag,summary,113,1.2035398230088497,0.55752212389380529
single_tag,inno-setup,183,0.87431693989071047,0.55737704918032782
single_tag,sum,1242,1.5048309178743962,0.55716586151368763
single_tag,android-button,133,1.4661654135338347,0.556390977443609
single_tag,rust-tokio,187,0.96256684491978606,0.55614973262032086
single_tag,xpath,2169,1.3227293683725216,0.55555555555555558
single_tag,sample,155,1.2580645161290325,0.55483870967741933
single_tag,map-function,128,1.4140625,0.5546875
single_tag,facet-wrap,119,0.95798319327731107,0.55462184873949583
single_tag,ieee-754,119,1.0840336134453779,0.55462184873949583
single_tag,system.text.json,229,1.1004366812227075,0.55458515283842791
single_tag,function-definition,285,2.0807017543859652,0.55438596491228065
single_tag,combinations,599,1.4474123539232056,0.55425709515859767
single_tag,gt,121,1.115702479338843,0.55371900826446285
single_tag,react-query,354,1.2598870056497176,0.5536723163841808
single_tag,string-matching,168,1.2857142857142856,0.5535714285714286
single_tag,java-17,112,1.2232142857142856,0.5535714285714286
single_tag,rank,152,1.1842105263157894,0.55263157894736847
single_tag,variadic-functions,134,1.1567164179104479,0.55223880597014929
single_tag,jsonb,348,1.0919540229885059,0.55172413793103448
single_tag,combine,497,1.17102615694165,0.55130784708249492
single_tag,python-dataclasses,196,1.2704081632653061,0.55102040816326525
single_tag,substring,648,1.6851851851851851,0.55092592592592593
single_tag,lazy-evaluation,118,1.076271186440678,0.55084745762711862
single_tag,conditional-operator,316,1.70253164556962,0.55063291139240511
single_tag,go-modules,120,1.3083333333333333,0.55
single_tag,akka-stream,140,0.94285714285714284,0.55
single_tag,trim,120,1.4083333333333334,0.55
single_tag,boxplot,391,1.0332480818414325,0.54987212276214836
single_tag,greatest-n-per-group,211,1.5971563981042656,0.54976303317535546
single_tag,glm-math,151,0.86754966887417218,0.54966887417218546
single_tag,colorbar,151,0.82119205298013243,0.54966887417218546
single_tag,conditional-statements,1725,1.3843478260869564,0.54956521739130437
single_tag,sequence,506,1.3794466403162056,0.549407114624506
single_tag,azure-cli,426,1.1690140845070425,0.54929577464788737
single_tag,countif,177,1.2881355932203389,0.54802259887005644
single_tag,return-type,115,1.4173913043478263,0.54782608695652169
single_tag,vulkan,369,0.86991869918699194,0.54742547425474253
single_tag,vapor,106,1.0188679245283019,0.54716981132075471
single_tag,verilog,488,1.1864754098360657,0.54713114754098358
single_tag,antlr4,276,1.0398550724637681,0.54710144927536231
single_tag,masstransit,351,0.98005698005698016,0.54700854700854706
single_tag,r,52935,1.2000377821856976,0.54695381127798248
single_tag,vega-lite,271,0.97785977859778617,0.54612546125461259
single_tag,lxml,315,1.015873015873016,0.546031746031746
single_tag,newline,253,1.3003952569169961,0.54545454545454541
single_tag,rvest,420,0.99285714285714288,0.54523809523809519
single_tag,android-sqlite,362,1.0883977900552486,0.54419889502762431
single_tag,google-sheets,8760,1.1771689497716893,0.54417808219178088
single_tag,use-state,1425,1.3550877192982456,0.543859649122807
single_tag,android-jetpack-compose,2617,1.4524264424914022,0.54375238823079863
single_tag,unpivot,103,1.378640776699029,0.5436893203883495
single_tag,lambda,1981,1.2417970721857647,0.54366481574962144
single_tag,python-datetime,298,1.2852348993288591,0.5436241610738255
single_tag,instantiation,127,1.3070866141732282,0.54330708661417326
single_tag,vue-props,129,1.1240310077519378,0.54263565891472865
single_tag,shiny,3598,0.8663146192329072,0.54252362423568645
single_tag,shinydashboard,424,0.86792452830188682,0.54245283018867929
single_tag,linq,2837,1.3200563976031019,0.5414169897779344
single_tag,c++17,1679,1.1905896366885049,0.54139368671828469
single_tag,c#-9.0,133,1.1654135338345866,0.54135338345864659
single_tag,binary-search,242,1.2685950413223142,0.54132231404958675
single_tag,pyspark-dataframes,111,1.1261261261261262,0.54054054054054057
single_tag,string,10965,1.5769265845873233,0.540264477884177
single_tag,sql-update,719,1.1418636995827538,0.53963838664812236
single_tag,join,2363,1.2979263647905204,0.539568345323741
single_tag,bar-chart,986,1.016227180527383,0.539553752535497
single_tag,bit-manipulation,421,1.330166270783848,0.53919239904988125
single_tag,iterable,128,1.3359375,0.5390625
single_tag,perl,1525,1.3993442622950816,0.539016393442623
single_tag,product,453,1.0419426048565121,0.53863134657836642
single_tag,react-state,286,1.2202797202797204,0.53846153846153844
single_tag,case,574,1.2787456445993033,0.5383275261324042
single_tag,numpy-ndarray,758,1.1833773087071242,0.53825857519788922
single_tag,inner-join,353,1.3314447592067988,0.5382436260623229
single_tag,arrays,30367,1.462080547963249,0.53818289590674084
single_tag,go-gin,119,1.2100840336134457,0.53781512605042014
single_tag,boolean-logic,119,1.2605042016806722,0.53781512605042014
single_tag,xaml,2108,0.99952561669829232,0.53747628083491461
single_tag,mean,415,1.36144578313253,0.53734939759036149
single_tag,destructor,162,1.2222222222222223,0.53703703703703709
single_tag,iterator,825,1.2836363636363639,0.536969696969697
single_tag,subplot,259,0.91119691119691137,0.53667953667953672
single_tag,tostring,110,1.4818181818181817,0.53636363636363638
single_tag,terraform0.12+,153,1.0588235294117647,0.53594771241830064
single_tag,multidimensional-array,2061,1.3575934012615238,0.5351770984958758
single_tag,number-formatting,172,1.2034883720930234,0.53488372093023251
single_tag,datetime,5469,1.2483086487474859,0.5348326933625891
single_tag,data-cleaning,535,1.3364485981308409,0.53457943925233642
single_tag,v8,204,1.0196078431372551,0.53431372549019607
single_tag,std,350,1.2171428571428573,0.53428571428571425
single_tag,rxjs,2353,1.3331916702082449,0.53421164470888227
single_tag,type-inference,225,1.1466666666666669,0.53333333333333333
single_tag,duplicates,1264,1.4430379746835444,0.53322784810126578
single_tag,aspectj,122,0.959016393442623,0.53278688524590168
single_tag,object,5216,1.4725843558282208,0.53182515337423308
single_tag,union,331,1.268882175226586,0.53172205438066467
single_tag,shiny-server,158,0.83544303797468356,0.53164556962025311
single_tag,multiple-inheritance,143,1.1468531468531467,0.53146853146853146
single_tag,typescript-typings,747,1.0883534136546185,0.53145917001338683
single_tag,uml,335,1.146268656716418,0.5313432835820896
single_tag,cuda,640,0.98437499999999989,0.53125
single_tag,lm,177,1.0564971751412429,0.53107344632768361
single_tag,repository-pattern,130,1.1230769230769229,0.53076923076923077
single_tag,overloading,394,1.1852791878172593,0.53045685279187815
single_tag,c++-standard-library,100,1.27,0.53
single_tag,axis-labels,168,0.9107142857142857,0.52976190476190477
single_tag,for-loop,7257,1.442331541959488,0.52969546644618992
single_tag,dart-null-safety,476,1.4516806722689075,0.52941176470588236
single_tag,apache-spark-sql,3239,1.0944736029638782,0.52917567150355049
single_tag,glob,327,1.1926605504587158,0.52905198776758411
single_tag,recursive-query,157,1.0891719745222932,0.5286624203821656
single_tag,nested-loops,560,1.3767857142857145,0.52857142857142858
single_tag,multiplication,176,1.3920454545454546,0.52840909090909094
single_tag,conditional-formatting,335,1.0537313432835824,0.5283582089552239
single_tag,cat,106,1.3962264150943395,0.52830188679245282
single_tag,ecmascript-5,125,1.368,0.528
single_tag,predicate,125,1.1920000000000002,0.528
single_tag,flex-lexer,125,0.864,0.528
single_tag,generics,2590,1.1135135135135135,0.52779922779922783
single_tag,django-class-based-views,163,0.93251533742331294,0.52760736196319014
single_tag,boost-asio,237,0.9662447257383967,0.52742616033755274
single_tag,cumulative-sum,146,1.178082191780822,0.5273972602739726
single_tag,javascript-objects,897,1.4448160535117058,0.52731326644370125
single_tag,pyqt,1136,0.81954225352112675,0.52728873239436624
single_tag,keyword-argument,110,1.2454545454545454,0.52727272727272723
single_tag,concatenation,1030,1.3320388349514565,0.52718446601941749
single_tag,median,129,1.0697674418604652,0.52713178294573648
single_tag,yacc,112,0.7767857142857143,0.5267857142857143
single_tag,templates,2948,1.1299185888738128,0.52611940298507465
single_tag,struct,2017,1.2592959841348539,0.52602875557759043
single_tag,palantir-foundry,116,1.163793103448276,0.52586206896551724
single_tag,anylogic,584,1.0770547945205478,0.52568493150684936
single_tag,datetime-format,278,1.366906474820144,0.52517985611510787
single_tag,typedef,139,1.4388489208633093,0.52517985611510787
single_tag,getter-setter,120,1.1333333333333333,0.525
single_tag,azure-bicep,120,1.1083333333333334,0.525
single_tag,read-eval-print-loop,101,1.0693069306930694,0.52475247524752477
single_tag,foreach,1597,1.2179085785848467,0.52473387601753285
single_tag,vue-composition-api,465,1.1634408602150539,0.524731182795699
single_tag,ebpf,122,0.83606557377049184,0.52459016393442626
single_tag,use-reducer,164,1.024390243902439,0.524390243902439
single_tag,void,103,1.262135922330097,0.52427184466019416
single_tag,constexpr,227,1.1189427312775331,0.52422907488986781
single_tag,operators,416,1.3461538461538463,0.52403846153846156
single_tag,unique,418,1.4593301435406696,0.52392344497607657
single_tag,compare,607,1.3146622734761122,0.52388797364085671
single_tag,autofac,189,0.87830687830687826,0.52380952380952384
single_tag,enums,1322,1.2072617246596067,0.52344931921331317
single_tag,vaadin-flow,258,1.0658914728682172,0.52325581395348841
single_tag,logical-operators,216,1.3981481481481484,0.52314814814814814
single_tag,aggregate,874,1.1750572082379864,0.522883295194508
single_tag,p5.js,576,1.0815972222222223,0.52256944444444442
single_tag,contentful,157,0.98726114649681551,0.52229299363057324
single_tag,template-literals,113,1.2212389380530975,0.52212389380530977
single_tag,common-table-expression,410,1.1634146341463418,0.52195121951219514
single_tag,modelica,161,1.0496894409937891,0.52173913043478259
single_tag,system-verilog,280,1.2607142857142861,0.52142857142857146
single_tag,razor-pages,752,1.0372340425531916,0.52127659574468088
single_tag,cart,286,0.98951048951048948,0.52097902097902093
single_tag,autolayout,240,1.0666666666666667,0.52083333333333337
single_tag,sizeof,121,1.6528925619834711,0.52066115702479343
single_tag,numpy,13757,1.1980809769571859,0.52053500036345135
single_tag,average,448,1.3482142857142858,0.5200892857142857
single_tag,intrinsics,125,0.96,0.52
single_tag,sorting,5131,1.4032352367959464,0.51997661274605345
single_tag,dummy-variable,127,1.3228346456692914,0.51968503937007871
single_tag,bit,229,1.2314410480349345,0.519650655021834
single_tag,assign,102,1.3235294117647058,0.51960784313725494
single_tag,azure-container-registry,102,1.0588235294117649,0.51960784313725494
single_tag,super,129,1.1550387596899225,0.51937984496124034
single_tag,date,5128,1.3110374414976598,0.51852574102964122
single_tag,dynamic-arrays,162,1.2407407407407409,0.51851851851851849
single_tag,lex,108,0.85185185185185186,0.51851851851851849
single_tag,pandas-resample,137,0.94160583941605824,0.51824817518248179
single_tag,bit-shift,137,1.2846715328467155,0.51824817518248179
single_tag,merge,1978,1.2350859453993934,0.51820020222446916
single_tag,bootstrap-5,1687,1.2809721398933018,0.51807943094250153
single_tag,constants,504,1.2063492063492063,0.5178571428571429
single_tag,metaprogramming,226,1.1991150442477876,0.51769911504424782
single_tag,plotly-python,595,0.92605042016806716,0.51764705882352946
single_tag,css-selectors,1059,1.3607176581680831,0.51746931067044377
single_tag,ada,201,1.592039800995025,0.51741293532338306
single_tag,aws-security-group,145,1.0758620689655174,0.51724137931034486
single_tag,reverse,294,1.6292517006802725,0.51700680272108845
single_tag,terraform-provider-aws,884,1.0712669683257918,0.51696832579185525
single_tag,percentage,267,1.292134831460674,0.5168539325842697
single_tag,vertical-alignment,120,1.3166666666666669,0.51666666666666672
single_tag,vector,2108,1.2571157495256171,0.51660341555977229
single_tag,legend,482,0.92323651452282174,0.516597510373444
single_tag,swr,122,1.0327868852459015,0.51639344262295084
single_tag,sumifs,122,1.1475409836065575,0.51639344262295084
single_tag,sql-server-2017,153,1.0261437908496731,0.5163398692810458
single_tag,types,2206,1.1300997280145062,0.51631912964641891
single_tag,rounding,368,1.3967391304347827,0.51630434782608692
single_tag,rdd,248,0.99193548387096764,0.5161290322580645
single_tag,repeat,221,1.4570135746606334,0.51583710407239824
single_tag,random,2287,1.4158285964145172,0.5155225185832969
single_tag,recursion,3471,1.3909536156727167,0.51541342552578506
single_tag,memory-address,130,1.1461538461538461,0.51538461538461533
single_tag,casting,953,1.2130115424973769,0.51521511017838406
single_tag,collections,1152,1.3489583333333335,0.51475694444444442
single_tag,row,509,1.2593320235756387,0.51473477406679768
single_tag,facet,136,0.96323529411764686,0.51470588235294112
single_tag,unions,103,1.3689320388349513,0.5145631067961165
single_tag,operator-precedence,103,1.4951456310679612,0.5145631067961165
single_tag,unmarshalling,138,1.1376811594202898,0.51449275362318836
single_tag,vaadin14,210,1.0047619047619047,0.51428571428571423
single_tag,plotly-express,105,1.0285714285714285,0.51428571428571423
single_tag,actix-web,105,0.90476190476190466,0.51428571428571423
single_tag,initialization,636,1.3238993710691824,0.51415094339622647
single_tag,histogram,574,1.010452961672474,0.51393728222996515
single_tag,pyqt6,111,0.84684684684684675,0.51351351351351349
single_tag,codable,152,1.1447368421052633,0.51315789473684215
single_tag,azure-resource-manager,388,1.1056701030927836,0.51288659793814428
single_tag,observable,780,1.2512820512820513,0.51282051282051277
single_tag,firebase-security,706,0.99999999999999989,0.5127478753541076
single_tag,svelte-3,240,1.1416666666666671,0.5125
single_tag,pyside2,324,0.7685185185185186,0.51234567901234573
single_tag,missing-data,328,1.1859756097560978,0.51219512195121952
single_tag,standards,123,1.1544715447154472,0.51219512195121952
single_tag,constructor,1109,1.1839495040577095,0.5112714156898106
single_tag,stl,597,1.2177554438860974,0.51088777219430481
single_tag,delimiter,188,1.4042553191489362,0.51063829787234039
single_tag,calculated-columns,237,1.2320675105485233,0.510548523206751
single_tag,declaration,251,1.6693227091633467,0.50996015936254979
single_tag,wikipedia,102,1.0784313725490196,0.50980392156862742
single_tag,pointers,3261,1.4026372278442194,0.50965961361545542
single_tag,file-rename,106,1.283018867924528,0.50943396226415094
single_tag,powershell-5.1,116,0.9137931034482758,0.50862068965517238
single_tag,loops,8689,1.420186442628611,0.50857405915525378
single_tag,glsl,472,0.86864406779661008,0.50847457627118642
single_tag,gremlin,433,0.99769053117782935,0.5080831408775982
single_tag,angular-httpclient,124,1.1048387096774195,0.50806451612903225
single_tag,ggplotly,130,0.876923076923077,0.50769230769230766
single_tag,select,1699,1.2077692760447325,0.50735726898175393
single_tag,settimeout,412,1.4029126213592233,0.50728155339805825
single_tag,bash,10007,1.2783051863695412,0.507244928550015
single_tag,integer,1337,1.6095736724008978,0.50710545998504108
single_tag,iteration,943,1.427359490986214,0.50689289501590673
single_tag,linear-gradients,154,1.1948051948051948,0.50649350649350644
single_tag,if-statement,5260,1.4458174904942966,0.50627376425855508
single_tag,react-leaflet,342,1.0409356725146202,0.50584795321637432
single_tag,react-props,671,1.2324888226527571,0.50521609538002976
single_tag,m,192,1.0885416666666667,0.50520833333333337
single_tag,azure-ad-graph-api,200,1.01,0.505
single_tag,bitwise-operators,202,1.3366336633663367,0.504950495049505
single_tag,kustomize,101,1.1485148514851486,0.504950495049505
single_tag,sas-macro,103,1.4368932038834954,0.50485436893203883
single_tag,contains,208,1.4326923076923077,0.50480769230769229
single_tag,macros,521,1.09021113243762,0.50479846449136279
single_tag,quotes,107,1.1869158878504673,0.50467289719626163
single_tag,set,864,1.2893518518518519,0.50462962962962965
single_tag,moq,327,0.96636085626911317,0.50458715596330272
single_tag,compiler-optimization,222,1.0225225225225225,0.50450450450450446
single_tag,singly-linked-list,337,1.3412462908011871,0.50445103857566764
single_tag,c++14,581,1.2203098106712564,0.504302925989673
single_tag,azure-servicebus-queues,119,0.94117647058823528,0.50420168067226889
single_tag,gnu-make,363,0.99173553719008267,0.50413223140495866
single_tag,asp.net-core-identity,123,0.943089430894309,0.50406504065040647
single_tag,getter,131,1.114503816793893,0.50381679389312972
single_tag,amazon-cloudformation,1233,1.0137875101378753,0.5036496350364964
